form,doc,before,keyword,after,anchor
qua2am,casanatensis,cu2um aut¯autem positiuo adiungitur ta2am et,qua2am,et adeo et magis et minus,w25281
qua2am,casanatensis,comparatiuus etia2am nominatiuo iungitur si interponatur,qua2am,aduerbium ut doctior hic qua2am ille,w25653
qua2am,casanatensis,interponatur qua2am aduerbium ut doctior hic,qua2am,ille ÷est omnia co2omparatiua or desinentia,w25668
qua2am,casanatensis,comparatiua et suþperlatiua semþper plus habent,qua2am,duas syllabas excepto prior et primus,w27006
qua2am,casanatensis,primitiui eande2em eni2im substantia2am demonstrat diminutiua,qua2am,et primitiua eius sed minore2em ut,w27540
qua2am,casanatensis,aliquando auget aliquando minuit eande2em substantia2am,qua2am,a positiuo accipit sed n¯non absolute,w27633
qua2am,casanatensis,ul¯uel paruo maior ul¯uel paruo minor,qua2am,ille ¢qui in co2omparatiuo est diminutiua,w27795
qua2am,casanatensis,species se sola2am significat qua2amqua2am minor,qua2am,ea sit unde descendit et nulli,w27834
qua2am,casanatensis,omnia huiuscemodi diminutiua corripiunt ta2am penultima2am,qua2am,ante penultima2am præter cuticula ŋproducit i ante penultimu2um,w28851
qua2am,casanatensis,et quia multæ formæ ta2am denominatiuoru2um,qua2am,"uerbialiu2umOn the form ""uerbialis, -e"" as opposed to ""uerbalis, -e"", see note to the word with id w31371 (line 8v.a.30). et participialiu2um et aduerbialiu2um co2ommunes",w31572
qua2am,casanatensis,stamen et statura quod tam nomen,qua2am,participiu2um est ŋproducunt alia desinunt in,w34626
qua2am,casanatensis,cor¯orreptum ceritis in os ta2am denominatiua,qua2am,uerbialia pauca st¯sunt lepus lepos co2ompeto,w38601
qua2am,casanatensis,us diuersæ formæ st¯sunt ta2am denominatiuoru2um,qua2am,uerbialiu2um alia exeunt in i·us ut,w38676
qua2am,casanatensis,datiuo assumunt cius i ta2am penultimu2um,qua2am,antepenultimu2um cor¯orreptum ut aduectus aduecti aduecticius,w39033
qua2am,casanatensis,u·us diuisas desinentia ta2am a nominib;bus,qua2am,a uerbis uenientia secundu2um regulam in,w39150
qua2am,casanatensis,sed magis ab his nominib;bus uerba,qua2am,a uerbis hæc nomina deriuantur longus,w39297
qua2am,casanatensis,ferueo feruidus excipitur unu2um alternitatis causa,qua2am,greci epallilotita uocant pando pandus non,w39666
qua2am,casanatensis,diminutiuis et ueniunt tam a nominibus,qua2am,a uerbis ut anniculus ab anno,w40326
sex,casanatensis,ad ¢quid eni2im est qua2am in,sex,casibus et tribus coniugationibus c¯consistit cuncta,w649
sex,casanatensis,totu2um intellegitur nomen ut gn gneus,sex,sextus ï nomen est tota pars,w3909
sex,casanatensis,dicunt ï secundu2um donatu2um et ceteros,sex,st¯sunt accidentia nominis id est qualitas,w4089
sex,casanatensis,incipit et in consonante2em desinit ut,sex,sextus idq;que fit differentie causa ¢quia,w5112
sex,casanatensis,ut pulcherrimus in simus ut fortissimus,sex,in quas pauca desinunt in limus,w26007
casibus,casanatensis,¢quid eni2im est qua2am in sex,casibus,et tribus coniugationibus c¯consistit cuncta latinitas,w650
tribus,casanatensis,est qua2am in sex casibus et,tribus,coniugationibus c¯consistit cuncta latinitas ł etiam,w652
tribus,casanatensis,ti idcirco nominari dicitur ars ¢quia,tribus,articulis cuncta latinitas potest scribi uel,w664
tribus,casanatensis,luciu2us notamen est in duobus uel,tribus,litteris þper quas totu2um intellegitur nomen,w3879
tribus,casanatensis,ut gneus gn ï tum a,tribus,quando prima sillaba p¯prenominis a consonante,w5073
tribus,casanatensis,bis a ceteris omnibus æqualiter a,tribus,ter similiter quater reliqua oma¯omnia in,w10446
coniugationibus,casanatensis,qua2am in sex casibus et tribus,coniugationibus,c¯consistit cuncta latinitas ł etiam ti,w653
c¯consistit,casanatensis,in sex casibus et tribus coniugationibus,c¯consistit,cuncta latinitas ł etiam ti idcirco,w654
c¯consistit,casanatensis,uel specialis et in multoru2um significatione,c¯consistit,generalis ut corpus specialis ut homo,w6360
c¯consistit,casanatensis,metri necessitate ¢quia ex quattuor breuib;bus,c¯consistit,qua2am uis in talibus faciat uirgilius ŋproceleusmatic u2um,w28890
cuncta,casanatensis,sex casibus et tribus coniugationibus c¯consistit,cuncta,latinitas ł etiam ti idcirco nominari,w655
cuncta,casanatensis,nominari dicitur ars ¢quia tribus articulis,cuncta,latinitas potest scribi uel a potes,w666
latinitas,casanatensis,casibus et tribus coniugationibus c¯consistit cuncta,latinitas,ł etiam ti idcirco nominari dicitur,w656
latinitas,casanatensis,dicitur ars ¢quia tribus articulis cuncta,latinitas,potest scribi uel a potes et,w667
latinitas,casanatensis,sententia2am et in his consistit tota,latinitas,quæ significant þpersona2am et actu2um þper,w1056
ł,casanatensis,et tribus coniugationibus c¯consistit cuncta latinitas,ł,etiam ti idcirco nominari dicitur ars,casanatensis:0.1.0.4.0.81
ł,casanatensis,"participiu2um quasi particeps utra2amq;queThere is no visible ""2-shaped"" abbreviation mark over the ""a"". In fact, the latter looks more like an ""o"" than as an ""a"". However, the word is hardly readable, so the abbreviation mark might have faded out. partem capiat",ł,coniunctio et p¯prepositio in con nominis,casanatensis:0.1.0.5.6.46
ł,casanatensis,alii duodecim ponentes uocabulu2um ŋpro parte,ł,græci et latini pari modo octo,casanatensis:0.1.0.5.8.46
ł,casanatensis,cu2um in lectione graui accentu ŋpronuntiantur,ł,hæc ul¯uel substantie st¯sunt infinitæ atq;que,casanatensis:0.1.0.15.0.1172
ł,casanatensis,uter ¢quisq;que singuli bini terni centeni,ł,facticia species est quæ a ŋproprietate,casanatensis:0.1.0.15.0.1337
ł,casanatensis,ætati hoc est octoginta unde unu2um,ł,etia2am duo deuiginti dicunt dece2em et octo,casanatensis:0.1.0.15.6.768
ł,casanatensis,dica2am quadriangulu2um quinquangulu2um sexangulum et similia,ł,numeralis species est quæ integru2um totu2um,casanatensis:0.1.0.15.6.1120
ł,casanatensis,aut in us aut in on,ł,et in des terminata masculina faciunt,casanatensis:0.1.0.15.10.686
ł,casanatensis,"et fecit quasi ab æneus ænidesThere is a ^ sign over the ""i"" (""ænîdes""), probably marking the long quantity of the letter.",ł,illa patronymica in des exeuntia quæ,casanatensis:0.1.0.15.10.944
ł,casanatensis,"hyle hylaeusIn this case the diphthong ""ae"" is written with two graphemes ""a"" and ""e"". dione dionaeusIn this case the diphthong ""ae"" is written with two graphemes ""a"" and ""e"". timo timaeusIn this case the diphthong ""ae"" is written with two graphemes ""a"" and ""e"".",ł,"oeThe glyph for ""o"" has a dot in the middle of the circle. diphthongo ut euboeaIn this case the diphthong ""oe"" (meant as transliteration of Greek ""οι"") is written with two graphemes ""o"" and ""e"". eyroeaWhile in Εὔβοια above the Greek dypthong ""ευ"" was transliterated with Latin ""eu"", it is here transliterated with Latin ""ey"". sciendu2um",casanatensis:0.1.0.16.2.580
ł,casanatensis,a nominibus alia a uerbis deriuantur,ł,etia2am et in uerbis preteriti þperfecti,casanatensis:0.1.0.16.2.968
ł,casanatensis,ligurianus censor censoris censorinus n¯non censorianus,ł,qua2am uis diuersas significationes habeant nomina supradictæ,casanatensis:0.1.0.16.2.3059
ł,casanatensis,"¢quibus deriuari uidentur eademThere is a sign over the initial ""e"" looking like an acute accent. It might be a stress mark. nomina comparatiua",ł,ulterior uero comparatiuu2um nomen facit aduerbiu2um,casanatensis:0.1.0.17.4.68
ł,casanatensis,aduerbiu2um co2omparatiuu2um ulterius significans magis ultra,ł,similiter interior interius magis intra ł,casanatensis:0.1.0.17.4.92
ł,casanatensis,ł similiter interior interius magis intra,ł,citerior citerius magis citra ł exterior,casanatensis:0.1.0.17.4.102
ł,casanatensis,intra ł citerior citerius magis citra,ł,exterior exterius magis extra ł qua2amuis,casanatensis:0.1.0.17.4.111
ł,casanatensis,citra ł exterior exterius magis extra,ł,qua2amuis dicantur superus et inferus quæ,casanatensis:0.1.0.17.4.119
ł,casanatensis,id est inferoru2um dis accipi solent,ł,illæ na2amq;que co2omparationes quæ ad þpersonas,casanatensis:0.1.0.17.5.76
ł,casanatensis,a uerbis ut detero deteris deterior,ł,ab aduerbiis siue p¯prepositionib;bus ut extra,casanatensis:0.1.0.17.6.40
ł,casanatensis,p¯prepositionib;bus ut extra exterior intra interior,ł,illæ uero co2omparationes quæ ad intellectu2um,casanatensis:0.1.0.17.6.57
ł,casanatensis,quæ sumuntur ex accidentib;bus substantiæ nominum,ł,"accidentia st¯sunt quæ traunt2turThe scribe omitted the ""h"". The abbreviation mark over the final grapheme ""t"" is unclear, as it was later covered by the metamark in black ink pointing to the footnote. ab animo",casanatensis:0.1.0.17.7.33
ł,casanatensis,co2omparatiua a nominib;bus ut clarus clarior,ł,a uerbis detero deteris deterior ł,casanatensis:0.1.0.17.7.320
ł,casanatensis,ł a uerbis detero deteris deterior,ł,potior potiris hic et hæc potior,casanatensis:0.1.0.17.7.329
ł,casanatensis,co2omparatiuus ut doctior suþperlatiuus ut doctissimus,ł,positiuus dictr¯citur ¢quia primus ponitur in,casanatensis:0.1.0.18.0.20
ł,casanatensis,ponitur in gradu co2omparationis ut doctus,ł,co2omparatio adsimilatio dicr¯citur comparatiuus dicr¯citur ¢quia,casanatensis:0.1.0.18.1.18
ł,casanatensis,generi co2omparatur ut hector fortior diomede,ł,hector na2amq;que fuit troianus et diomedes,casanatensis:0.1.0.18.1.248
ł,casanatensis,iungatur n¯non tamen ad totu2um genus,ł,sed contra hæc priscianus ait ł,casanatensis:0.1.0.18.3.30
ł,casanatensis,ł sed contra hæc priscianus ait,ł,fit au¯autem co2omparatio uel ad unu2um,casanatensis:0.1.0.18.3.39
ł,casanatensis,ee¯esse sed in usu sinistri est,ł,st¯sunt accidentia substantiæ quæ adiectiua dicuntur,casanatensis:0.1.0.18.4.106
ł,casanatensis,duas uocales ut arduus ardui arduior,ł,si eade2em i secundu2um latinoru2um consuetudine2em,casanatensis:0.1.0.18.4.239
ł,casanatensis,"non uincit genetiuu2umThe first hand had written ""genetiuo"". A scribe then corrected the text by overwriting a ""u"" with abbreviation mark ""2"" above the final ""-o"". primitiui una syllaba",ł,et si tres uocales trib;bus in,casanatensis:0.1.0.18.4.284
ł,casanatensis,fit hiatus intolerabilis ut ardu:i·orThe colon-like punctuation mark and the middle dot are used within the word to mark the hiati. pi·i·orMiddle dots are used within the word to mark the hiati.,ł,ideo n¯non recipiunt co2omparatiuu2um gradu2um sed,casanatensis:0.1.0.18.4.317
ł,casanatensis,accipi ¢quia þperdit u uim sua2am,ł,inueniunt2tur uetustissimi sine supra dicta obseruantia fecisse,casanatensis:0.1.0.18.4.450
ł,casanatensis,prior turnus qua2am æneas mouit bellu2um,ł,et primus suþperlatiuus eo quod iungitur,casanatensis:0.1.0.18.5.635
ł,casanatensis,suþperlatiuus eo quod iungitur genitiuo plurali,ł,et sicut omnes suþperlatiui ad multos,casanatensis:0.1.0.18.5.650
ł,casanatensis,prime unde et adprime compositu2um uenit,ł,magnificentior et magnificentissimus munificentior et munificentissimus,casanatensis:0.1.0.18.5.785
ł,casanatensis,st¯sunt sed tantu2um magnficus et munificus,ł,cu2um comparatiua ŋproprie ad positiuu2um gradu2um,casanatensis:0.1.0.18.5.826
ł,casanatensis,ut comites senioris aceste ŋpro senis,ł,est quando comparatiuus nulli conparatus sedens,casanatensis:0.1.0.18.5.862
ł,casanatensis,qua2am in ŋpromissis et fide firmores,ł,est quando minus positiuo iunctu2um demonstrat,casanatensis:0.1.0.18.5.1121
ł,casanatensis,qualitatem sed ratio euphoniæ n¯non þpermittit,ł,alia ¢quibus qualitas deficit ut mediocris,casanatensis:0.1.0.18.11.190
ł,casanatensis,n¯non potest dici mediocrior et mediocrissimus,ł,similiter fidelis cu2um dicitur ple nus in,casanatensis:0.1.0.18.11.228
ł,casanatensis,forma2am diminutiuoru2um sed diminutiua n¯non st¯sunt,ł,quartæ declinationis nomina c¯conuertunt us ul¯uel,casanatensis:0.1.0.20.0.954
ł,casanatensis,desinentia in es ŋproductam abiectu2um s,ł,seruatum ŋproductu2um e adsu2umpta cula faciunt,casanatensis:0.1.0.20.0.1090
ł,casanatensis,ul¯uel in na ul¯uel in ra,ł,ex quibus in la desinentia ul¯uel,casanatensis:0.1.0.21.3.769
ł,casanatensis,"acris acredoThere is a macron sign over the ""e"" (""acrēdo"") to mark the vowel's long quantity. libet libido formido formidas",ł,formido formidinis forti fortitudo ex his,casanatensis:0.1.0.21.3.1319.0
ł,casanatensis,auguriu2um solariu2um meritoriu2um municipiu2um p¯presidiu2um domicilium,ł,consonantes ante um habentia diuersæ formæ,casanatensis:0.1.0.21.3.1870
ł,casanatensis,stabilis quod solu2um a antepenul¯ultimum corripit,ł,"quæThe larger initial was overwritten, over a previous regular-sized (not larger) ""q"" grapheme. a uerbis secundæ ul¯uel ter¯ertie",casanatensis:0.1.0.21.3.4086
ł,casanatensis,littera ul¯uel litteris in u·us menstruus,ł,euphoniæ causa adsumpsit t et r,casanatensis:0.1.0.21.3.5025
ł,casanatensis,suþperbio suþperbus parco parcus luceo lucus,ł,pauca inueniuntur a nominib;bus ul¯uel uerbis,casanatensis:0.1.0.21.3.5171
ł,casanatensis,decl¯clinationis aut mobilia ut togatus loricatus,ł,et si a prima decl¯clinationis ueniunt,casanatensis:0.1.0.21.3.6078
ł,casanatensis,denominatiua ut princeps municipiu2um principiu2um municeps,ł,est et appellatiuoru2um species tota greca,casanatensis:0.1.0.21.3.6621
etiam,casanatensis,tribus coniugationibus c¯consistit cuncta latinitas ł,etiam,ti idcirco nominari dicitur ars ¢quia,w657
etiam,casanatensis,quod aliis appellatiuis substantia2am significantibus uel,etiam,ŋpropriis adici solent ad manifestanda2am eorum,w6438
etiam,casanatensis,et hæc potior potioris potest hoc,etiam,a nomine potis accipere qua2am uis alterius,w21270
ti,casanatensis,coniugationibus c¯consistit cuncta latinitas ł etiam,ti,idcirco nominari dicitur ars ¢quia tribus,w658
idcirco,casanatensis,c¯consistit cuncta latinitas ł etiam ti,idcirco,nominari dicitur ars ¢quia tribus articulis,w659
idcirco,casanatensis,composita est ab ore et ratione,idcirco,n¯non potest dici oratio hoc qd¯uod,w933
idcirco,casanatensis,casu hoc fit et in infinitis,idcirco,et una est pars participiu2um recte,w1926
idcirco,casanatensis,proprio nomine et certa2am significare þpersona2am,idcirco,¢quis et ¢qui qualis talis quantus,w2037
idcirco,casanatensis,tantus ul¯uel numeri ut quot tot,idcirco,nomina st¯sunt dicenda et n¯non ŋpronomina,w8439
idcirco,casanatensis,adiectiua sine his intellegi n¯non posst¯sunt,idcirco,et adiectiua dicta st¯sunt quod adiciuntur,w21111
idcirco,casanatensis,cu2um dicitur plenus intellectus mediocritatis ÷est,idcirco,n¯non potest dici mediocrior et mediocrissimus,w25503
idcirco,casanatensis,cornus cornu una2am habet significationem uterque,idcirco,dubiu2um est si sint deriuatiua dicenda,w34080
nominari,casanatensis,cuncta latinitas ł etiam ti idcirco,nominari,dicitur ars ¢quia tribus articulis cuncta,w660
articulis,casanatensis,idcirco nominari dicitur ars ¢quia tribus,articulis,cuncta latinitas potest scribi uel a,w665
articulis,casanatensis,nominantes ea adiectiua eoru2um adnumerabant pronomina,articulis,nominantes ea finitos articulos ipsos articulos,w1389
scribi,casanatensis,¢quia tribus articulis cuncta latinitas potest,scribi,uel a potes et petes id,w669
uel,casanatensis,tribus articulis cuncta latinitas potest scribi,uel,a potes et petes id est,w670
uel,casanatensis,interiectio hi participiu2um uerbo iungentes participiale,uel,casuale uerbu2um dicebant et aduerbia adiungebant,w1341
uel,casanatensis,uerbu2um dicebant et aduerbia adiungebant nominibus,uel,uerbis nominantes ea adiectiua eoru2um adnumerabant,w1365
uel,casanatensis,debet ŋpropriu2um est uerbi significare actionem,uel,passione2em uel utru2umq;que cum modis et,w1881
uel,casanatensis,est uerbi significare actionem uel passione2em,uel,utru2umq;que cum modis et formis sine,w1887
uel,casanatensis,et similia sunt infinita siue interrogatiua,uel,relatiua et loco ŋproprioru2um nominu2um n¯non,w2085
uel,casanatensis,qualescu2umq;que casuales dictiones et diuersa uerba,uel,aduerbia ut formosus et sapiens legens,w2577
uel,casanatensis,¢quia non potest sciri quæcumq;que creatura,uel,res uel etia2am ceteræ partes nisi,w2742
uel,casanatensis,potest sciri quæcumq;que creatura uel res,uel,etia2am ceteræ partes nisi þper suu2um,w2748
uel,casanatensis,incorporales putabant eo quod ali¢quid boni,uel,mali ab eis estimabant accipere ï,w3771
uel,casanatensis,nomen luciu2us notamen est in duobus,uel,tribus litteris þper quas totu2um intellegitur,w3876
uel,casanatensis,sit ï þper anticipatione2em dicitur p¯prenomen,uel,q¯quia singulis uel binis uel ternis,w4890
uel,casanatensis,anticipatione2em dicitur p¯prenomen uel q¯quia singulis,uel,binis uel ternis multo et quaternis,w4899
uel,casanatensis,p¯prenomen uel q¯quia singulis uel binis,uel,ternis multo et quaternis litteris p¯prenotatur,w4905
uel,casanatensis,p¯prenomina et in aliis eadem nomina,uel,in aliis cognomina in aliis eadem,w6210
uel,casanatensis,substantia ul¯uel qualitas aut quantitas generalis,uel,specialis et in multoru2um significatione c¯consistit,w6342
uel,casanatensis,hec appellatiua quæ sumuntur a qualitate,uel,quantitate que adiectiua noscuntur eo quod,w6402
uel,casanatensis,eo quod aliis appellatiuis substantia2am significantibus,uel,etiam ŋpropriis adici solent ad manifestanda2am,w6435
uel,casanatensis,eorum qualitatem et quantitatem que augeri,uel,minui sine substantiæ consu2umptione n¯non posst¯sunt,w6474
uel,casanatensis,unu2um significantia hoc etia2am appellatur dionyma,uel,trionyma uel tetronyma qd¯quod in ŋpropriis,w7278
uel,casanatensis,hoc etia2am appellatur dionyma uel trionyma,uel,tetronyma qd¯quod in ŋpropriis fit adiectiua,w7284
uel,casanatensis,fit adiectiua species est quæ ŋpropriis,uel,appellatiuis adicitur significans laudem ut iustus,w7317
uel,casanatensis,et in uituperio ut magnus latro,uel,fur uel accidens uniuscuiusq;que ut niger,w7416
uel,casanatensis,uituperio ut magnus latro uel fur,uel,accidens uniuscuiusq;que ut niger corbus altu2um,w7422
uel,casanatensis,p¯predicta co2ommunia sumitur hæc adiectiua species,uel,ab animi qualitate ul¯uel quantitate ut,w7545
uel,casanatensis,prudens magnanimus ul¯uel a corporis qualitate,uel,quantitate ut albus longus ul¯uel ab,w7584
uel,casanatensis,est qua2am alii ad ali¢quid quoda2ammodo,uel,æqualiter se habentia dicunt quæ qua2am uis,w7800
uel,casanatensis,infinitæ atq;que co2ommunis ut ¢quis qui,uel,qualitatis ut qualis talis ul¯uel quantitatis,w8394
uel,casanatensis,n¯non ŋpronomina ul¯uel articulos quia ŋpronomen,uel,articulus neq;que qualitatem neq;que qųquantitate2em posst¯sunt,w8472
uel,casanatensis,diuidua species est quæ a duob;bus,uel,amplioribus habet relatione2em ad singulos uel,w8550
uel,casanatensis,uel amplioribus habet relatione2em ad singulos,uel,ad plures distributos innumeros pares ut,w8568
uel,casanatensis,ad uocem unius et duoru2um terni,uel,trini quaterni quini seni septeni octoni,w9738
uel,casanatensis,et uno uerbu2um unas unat ternitas,uel,trinitas septimana senio þpersius iure eteni2im,w10704
uel,casanatensis,poetæ sepe deriuatiuis utuntur ŋpro primitiuis,uel,contra ul¯uel aliis specieb;bus ŋpro aliis,w10797
uel,casanatensis,et iuncta genitiuo primitiui significat filium,uel,nepotem ut eacides eaci filius uel,w12177
uel,casanatensis,uel nepotem ut eacides eaci filius,uel,nepos hæc species maxime poetaru2um est,w12195
uel,casanatensis,des habere anchyses debuit facere anchisades,uel,anchisides sed contra regula2am anchisiades facit,w13569
uel,casanatensis,in ne producta2am fiunt in is,uel,as a masculinis subtracta de ut,w14019
uel,casanatensis,quod patronymica tantu2um filios aut nepotes,uel,qui ex ipso genere ŋprocreati st¯sunt,w14466
uel,casanatensis,et thetica dicitur n¯non solum filios,uel,nepotes uel ex eo genere ŋprocreatos,w14676
uel,casanatensis,dicitur n¯non solum filios uel nepotes,uel,ex eo genere ŋprocreatos significat sed,w14682
uel,casanatensis,nascitur et non solu2um ad homines,uel,secundu2um gentiles ad deos sed ad,w14784
uel,casanatensis,aut a uerbis ut opto optatus,uel,ab aduerbiis ut extra extraneus et,w14859
uel,casanatensis,ab aduerbiis ut extra extraneus et,uel,mobilia st¯sunt possessiua ut martius martia,w14880
uel,casanatensis,st¯sunt possessiua ut martius martia martium,uel,fixa ut sacrariu2um donariu2um possessiua dicuntur,w14904
uel,casanatensis,ferreus ferro factus similiter aureus argenteus,uel,ex morbis ut cardiacus uel a,w15060
uel,casanatensis,argenteus uel ex morbis ut cardiacus,uel,a ŋprofessionibus ut mechanicus gra2ammaticus uel,w15075
uel,casanatensis,uel a ŋprofessionibus ut mechanicus gra2ammaticus,uel,a disciplinis ut aristotelicus uel cetera,w15093
uel,casanatensis,gra2ammaticus uel a disciplinis ut aristotelicus,uel,cetera quæ possunt habere significatione2em primitiuoru2um,w15108
uel,casanatensis,mutamus in cus antecedentib;bus a breuis,uel,"i uel uThe manuscript has the grapheme ""u"", but some of the next examples have grapheme ""y"" meaning alphabeme ""y"". Especially the example ""Libycus quod solum 'u' habet ante 'cus'"" proves that the scribe had the Greek alphabeme ""y"" in mind here and represented it with Latin grapheme ""u"", therefore at the Linguistic Layer I am using the Greek alphabemes ""α"", ""ι"" and ""υ"" for the three Latin graphemes ""a"", ""i"" and ""u"". ut cypriacusThere is a macron sign over the ""i"", meaning that the sound is short. italicusThere is a macron sign over the ""i"", meaning that the sound is short.",w15180
uel,casanatensis,cus antecedentib;bus a breuis uel i,uel,"uThe manuscript has the grapheme ""u"", but some of the next examples have grapheme ""y"" meaning alphabeme ""y"". Especially the example ""Libycus quod solum 'u' habet ante 'cus'"" proves that the scribe had the Greek alphabeme ""y"" in mind here and represented it with Latin grapheme ""u"", therefore at the Linguistic Layer I am using the Greek alphabemes ""α"", ""ι"" and ""υ"" for the three Latin graphemes ""a"", ""i"" and ""u"". ut cypriacusThere is a macron sign over the ""i"", meaning that the sound is short. italicusThere is a macron sign over the ""i"", meaning that the sound is short. libycus quod",w15186
uel,casanatensis,ithace ithacus alia omnia possessiua a,uel,i ante cus habentia siue a,w15291
uel,casanatensis,e correpta et ŋproducta i cor¯correpta,uel,o ŋproduc¯ducta uel ae diphthongo uel,w15549
uel,casanatensis,ŋproducta i cor¯correpta uel o ŋproduc¯ducta,uel,ae diphthongo uel oe diphthongo e,w15558
uel,casanatensis,uel o ŋproduc¯ducta uel ae diphthongo,uel,"oe diphthongo e cor¯correpta ut cesareusThere is a macron over the ""a"" (""cesāreus""), marking its long quantity.",w15567
uel,casanatensis,in e longum desinentibus ueniunt ï,uel,a uerbis grecis circumflexis ut crete,w15699
uel,casanatensis,ŋpropriis ¢quibusda2am latinoru2um utimur in us,uel,a ul¯uel um pura2am antecedente ri,w16602
uel,casanatensis,"inueniuntur agnomina ut camerinusThere is a macron sign over the ""i"" to mark the vowel's long quantity. alia nomina",uel,agnomina ut adrianus ex his alia,w17337
uel,casanatensis,nocturnus a nocte alia a dignitatib;bus,uel,"officiis ut tribunusThere is a macron sign over the first ""u"" to mark the vowel's long quantity. antesignanusThere is a macron sign over the second ""a"" to mark the vowel's long quantity. alia a",w17424
uel,casanatensis,quæ plurali desinunt in ae diphthongu2um,uel,in a similiter deriuatiua ex se,w17805
potes,casanatensis,cuncta latinitas potest scribi uel a,potes,et petes id est qua2am græci,w672
petes,casanatensis,potest scribi uel a potes et,petes,id est qua2am græci uocant scientia2am,w674
græci,casanatensis,potes et petes id est qua2am,græci,uocant scientia2am unius cuiusq;que rei du2um au¯autem,w678
græci,casanatensis,duodecim ponentes uocabulu2um ŋpro parte ł,græci,et latini pari modo octo partes,w1560
uocant,casanatensis,et petes id est qua2am græci,uocant,scientia2am unius cuiusq;que rei du2um au¯autem cogitatur,w679
uocant,casanatensis,integri articuli præpositiones copulabant c¯coniunctioni quas,uocant,c¯coniunctiones p¯prepositiuas quida2am dixerunt nouem esse,w1503
uocant,casanatensis,rebus indiuiduis est quas philosophi atomos,uocant,ut plato socrates et caret naturali,w4323
uocant,casanatensis,in ¢quibusda2am ŋprotulissent quæ greci epimerizomena,uocant,quippe in multis distribuitur idem numerus,w9678
uocant,casanatensis,unu2um alternitatis causa qua2am greci epallilotita,uocant,pando pandus non pandidus ne alterna,w39675
scientia2am,casanatensis,petes id est qua2am græci uocant,scientia2am,unius cuiusq;que rei du2um au¯autem cogitatur erit,w680
unius cuiusq;que,casanatensis,id est qua2am græci uocant scientia2am,unius cuiusq;que,rei du2um au¯autem cogitatur erit ars,w681
unius cuiusq;que,casanatensis,discernitur ï ŋpropria qualitas eo quod,unius cuiusq;que,ŋpropriu2um tantum ostendit n¯non recipit numeru2um,w4587
unius cuiusq;que,casanatensis,ï secundu2um priscianu2um nomen est ŋpropriu2um,unius cuiusq;que,ut paulus petrus ï cognomen secundu2um,w5421
unius cuiusq;que,casanatensis,contra nomen dixit quod est propriu2um,unius cuiusq;que,non potest ee¯esse ŋpropria qualitas ï,w5811
rei,casanatensis,est qua2am græci uocant scientia2am unius cuiusq;que,rei,du2um au¯autem cogitatur erit ars qm¯quoniam,w682
du2um,casanatensis,qua2am græci uocant scientia2am unius cuiusq;que rei,du2um,au¯autem cogitatur erit ars qm¯quoniam ŋproprius,w683
au¯autem,casanatensis,græci uocant scientia2am unius cuiusq;que rei du2um,au¯autem,cogitatur erit ars qm¯quoniam ŋproprius locus,w685
au¯autem,casanatensis,et numantia2am et emilia2am subiecit hæc,au¯autem,"nomina ueniunt a futuris infiniti""From the future (tenses) of the infinite (mood). An emendation of ""infiniti"" to ""infinitis"" (modifyring ""futuris"") might be possible, but is not necessary, if one interprets ""infiniti"" as genitive. mutata",w6084
au¯autem,casanatensis,"uocabulu2um ee¯esse potest ut angelusThe source, Priscian, Ars grammatica, K 2.61.26 does not have this example (it has ""ut 'animal', 'arbor'""). The Christian example has been invented by Ursus, like this whole explanation of the ""specialis species"". hoc",au¯autem,nomine diuersi angeloru2um ordines appellantur ita,w8709
au¯autem,casanatensis,"uluel anchisiades eneasThere is a macron over ""ea"" (""enEAs""), whose meaning I do not understand. filius anchisæThere is a macron over ""is"" (""anchISæ""), whose meaning I do not understand. si",au¯autem,"ab auis ul¯uel atauisThere is a macron sign over the initial ""a"" (ātauis). If it marked the long quantity of the vowel, it would be inappropriate, as both ""a""s in the word are short (""ătăvus""). The same mark is found in the only other instance of word ""atauis"", encoded with id w12735. terminantur aut",w13005
au¯autem,casanatensis,ultra ul¯uel intra stare conspiciuntur ipsos,au¯autem,excellere ostenditur hic cui ulterior ul¯uel,w20256
au¯autem,casanatensis,superi ŋpro cælestib;bus siue uiuis inferi,au¯autem,"ŋproThere is a sign over the grapheme ""ŋ"" looking like an acute accent. manib;bus id est inferoru2um dis",w20571
au¯autem,casanatensis,sed hector fortior est diomede si,au¯autem,plures þpersonæ ul¯uel res ponantur in,w21705
au¯autem,casanatensis,contra hæc priscianus ait ł fit,au¯autem,co2omparatio uel ad unu2um uel ad,w22164
cogitatur,casanatensis,uocant scientia2am unius cuiusq;que rei du2um au¯autem,cogitatur,erit ars qm¯quoniam ŋproprius locus artis,w687
erit,casanatensis,scientia2am unius cuiusq;que rei du2um au¯autem cogitatur,erit,ars qm¯quoniam ŋproprius locus artis in,w690
ŋproprius,casanatensis,du2um au¯autem cogitatur erit ars qm¯quoniam,ŋproprius,locus artis in mente est cu2um,w699
locus,casanatensis,au¯autem cogitatur erit ars qm¯quoniam ŋproprius,locus,artis in mente est cu2um uero,w702
mente,casanatensis,ars qm¯quoniam ŋproprius locus artis in,mente,est cu2um uero scribitur n¯non est,w711
scribitur,casanatensis,artis in mente est cu2um uero,scribitur,n¯non est sed species dici potest,w721
scribitur,casanatensis,e contra marcus þper sola2am m,scribitur,¢quia ŋpropter excellentia2am nullus in eo,w5169
