position,doc,lang,form,lemma,anchor
3750,casanatensis,,utuntur,,w10788
3751,casanatensis,,ŋpro,,w10791
3752,casanatensis,,primitiuis,,w10794
3753,casanatensis,,uel,,w10797
3754,casanatensis,,contra,,w10800
3755,casanatensis,,ul¯uel,,w10803
3756,casanatensis,,aliis,,w10806
3757,casanatensis,,specieb;bus,,w10809
3758,casanatensis,,ŋpro,,w10812
3759,casanatensis,,aliis,,w10815
3760,casanatensis,,ut,,w10818
3761,casanatensis,,uirgi¯gilius,,w10821
3762,casanatensis,,in,,w10824
3763,casanatensis,,x,,w10827
3764,casanatensis,,tot,,w10830
3765,casanatensis,,lecti,,w10833
3766,casanatensis,,ŋproceres,,w10836
3767,casanatensis,,bis,,w10839
3768,casanatensis,,denis,,w10842
3769,casanatensis,,nauib;bus,,w10845
3770,casanatensis,,ibant,,w10848
3771,casanatensis,,ŋpro,,w10851
3772,casanatensis,,bis,,w10854
3773,casanatensis,,decem,,w10857
3774,casanatensis,,et,,w10860
3775,casanatensis,,lucanus,,w10863
3776,casanatensis,,septeno,,w10866
3777,casanatensis,,gurgite,,w10869
3778,casanatensis,,nilus,,w10872
3779,casanatensis,,ŋpro,,w10875
3780,casanatensis,,septenario,,w10878
3781,casanatensis,,sunt,,w10881
3782,casanatensis,,p¯preterea,,w10884
3783,casanatensis,,simplu2um,,w10887
3784,casanatensis,,duplu2um,,w10890
3785,casanatensis,,quadruplu2um,,w10893
3786,casanatensis,,triplu2um,,w10896
3787,casanatensis,,et,,w10899
3788,casanatensis,,similia,,w10902
3789,casanatensis,,quæ,,w10905
3790,casanatensis,,ŋproprie,,w10908
3791,casanatensis,,ad,,w10911
3792,casanatensis,,numeru2um,,w10914
3793,casanatensis,,dicuntur,,w10917
3794,casanatensis,,simplex,,w10920
3795,casanatensis,,duplex,,w10923
3796,casanatensis,,triplex,,w10926
3797,casanatensis,,et,,w10929
3798,casanatensis,,similia,,w10932
3799,casanatensis,,que,,w10935
3800,casanatensis,,ad,,w10938
3801,casanatensis,,omnem,,w10941
3802,casanatensis,,rem,,w10944
3803,casanatensis,,dicuntur,,w10947
3804,casanatensis,,et,,w10950
3805,casanatensis,,uerba,,w10953
3806,casanatensis,,ex,,w10956
3807,casanatensis,,his,,w10959
3808,casanatensis,,duplico,,w10962
3809,casanatensis,,duplicas,,w10965
3810,casanatensis,,triplico,,w10968
3811,casanatensis,,triplicas,,w10971
3812,casanatensis,,multiplico,,w10974
3813,casanatensis,,multiplicas,,w10977
3814,casanatensis,,multiplex,,w10980
3815,casanatensis,,dupundius,,w10983
3816,casanatensis,,tripundius,,w10986
3817,casanatensis,,et,,w10989
3818,casanatensis,,similia,,w10992
3819,casanatensis,,illud,,w10995
3820,casanatensis,,quoq;que,,w10998
3821,casanatensis,,sciendu2um,,w11001
3822,casanatensis,,quod,,w11004
3823,casanatensis,,"unu2umdeuigintiThe original hand (in brown ink) had probably written ""undeuiginti"". A second hand (in black ink) overwrote the first part of the word (""unde-""): the result of the correction is now ""unumdeuiginti"". The source (Priscian Keil 3.416.6) has ""undeuiginti"".",,w11007
3824,casanatensis,,dicimus,,w11010
3825,casanatensis,,ŋpro,,w11013
3826,casanatensis,,dece2em,,w11016
3827,casanatensis,,et,,w11019
3828,casanatensis,,nouem,,w11022
3829,casanatensis,,id,,w11025
3830,casanatensis,,est,,w11028
3831,casanatensis,,unde,,w11031
3832,casanatensis,,unu2um,,w11034
3833,casanatensis,,deest,,w11037
3834,casanatensis,,de,,w11040
3835,casanatensis,,uiginti,,w11043
3836,casanatensis,,uluel,,w11046
3837,casanatensis,,unde,,w11049
3838,casanatensis,,uiginti,,w11052
3839,casanatensis,,post,,w11055
3840,casanatensis,,quem,,w11058
3841,casanatensis,,uiginti,,w11061
3842,casanatensis,,numerus,,w11064
3843,casanatensis,,est,,w11067
3844,casanatensis,,quod,,w11070
3845,casanatensis,,est,,w11073
3846,casanatensis,,noue2em,,w11076
3847,casanatensis,,et,,w11079
3848,casanatensis,,decem,,w11082
3849,casanatensis,,numerus,,w11085
3850,casanatensis,,post,,w11088
3851,casanatensis,,unu2um,,w11091
3852,casanatensis,,enim,,w11094
3853,casanatensis,,se¢quitur,,w11097
3854,casanatensis,,uiginti,,w11100
3855,casanatensis,,numerus,,w11103
3856,casanatensis,,horatius,,w11106
3857,casanatensis,,in,,w11109
3858,casanatensis,,ii,,w11112
3859,casanatensis,,sermonu2um,,w11115
3860,casanatensis,,unde,,w11118
3861,casanatensis,,octoginta,,w11121
3862,casanatensis,,annos,,w11124
3863,casanatensis,,natus,,w11127
3864,casanatensis,,cui,,w11130
3865,casanatensis,,stragula,,w11133
3866,casanatensis,,uestis,,w11136
3867,casanatensis,,undeoctoginta,,w11139
3868,casanatensis,,dixit,,w11142
3869,casanatensis,,id,,w11145
3870,casanatensis,,est,,w11148
3871,casanatensis,,"lxxuiiiiThe glyph for the ""five"" sign here is pointy like modern ""v"", not rounded like that normally used for ""u"" in the manuscript.",,w11151
3872,casanatensis,,annos,,w11154
3873,casanatensis,,habet,,w11157
3874,casanatensis,,ætati,,w11160
3875,casanatensis,,hoc,,w11163
3876,casanatensis,,est,,w11166
3877,casanatensis,,octoginta,,w11169
3878,casanatensis,,unde,,w11172
3879,casanatensis,,unu2um,,w11175
3880,casanatensis,,ł,,casanatensis:0.1.0.15.6.768
3881,casanatensis,,etia2am,,w11178
3882,casanatensis,,duo deuiginti,,w11181
3883,casanatensis,,dicunt,,w11184
3884,casanatensis,,dece2em,,w11187
3885,casanatensis,,et,,w11190
3886,casanatensis,,octo,,w11193
3887,casanatensis,,quod,,w11196
3888,casanatensis,,attici,,w11199
3889,casanatensis,grc,dyoin,,w11202
3890,casanatensis,grc,deonton,,w11205
3891,casanatensis,,dicunt,,w11208
3892,casanatensis,,idem,,w11211
3893,casanatensis,,"inueniturOver the second ""i"" there is a ^ sign (""inuenîtur""), whose meaning I do not understand.",,w11214
3894,casanatensis,,in,,w11217
3895,casanatensis,,ceteris,,w11220
3896,casanatensis,,ordinalibus,,w11223
3897,casanatensis,,numeris,,w11226
3898,casanatensis,,id,,w11229
3899,casanatensis,,est,,w11232
3900,casanatensis,,triginta,,w11235
3901,casanatensis,,et,,w11238
3902,casanatensis,,quadraginta,,w11241
3903,casanatensis,,et,,w11244
3904,casanatensis,,reli¢quis,,w11247
3905,casanatensis,,duo detriginta,,w11250
3906,casanatensis,,ŋpro,,w11253
3907,casanatensis,,uiginti,,w11256
3908,casanatensis,,octo,,w11259
3909,casanatensis,,et,,w11262
3910,casanatensis,,similia,,w11265
3911,casanatensis,,"uniformisThe larger font was added to the initial ""u"" by a second hand.",,w11268
3912,casanatensis,,biformis,,w11271
3913,casanatensis,,triformis,,w11274
3914,casanatensis,,et,,w11277
3915,casanatensis,,similia,,w11280
3916,casanatensis,,duo,,w11283
3917,casanatensis,,asses,,w11286
3918,casanatensis,,dussis,,w11289
3919,casanatensis,,dupundius,,w11292
3920,casanatensis,,tressis,,w11295
3921,casanatensis,,quadrassis,,w11298
3922,casanatensis,,decussis,,w11301
3923,casanatensis,,uicessis,,w11304
3924,casanatensis,,tricessis,,w11307
3925,casanatensis,,quadragessis,,w11310
3926,casanatensis,,¢quinquagessis,,w11313
3927,casanatensis,,sexagessis,,w11316
3928,casanatensis,,septuagessis,,w11319
3929,casanatensis,,octagessis,,w11322
3930,casanatensis,,nonagessis,,w11325
3931,casanatensis,,centussis,,w11328
3932,casanatensis,,post,,w11331
3933,casanatensis,,quem,,w11335
3934,casanatensis,,numeru2um,,w11337
3935,casanatensis,,teste,,w11340
3936,casanatensis,,uarrone,,w11344
3937,casanatensis,,non,,w11346
3938,casanatensis,,co2omponuntur,,w11349
3939,casanatensis,,cu2um,,w11352
3940,casanatensis,,asse,,w11355
3941,casanatensis,,numeri,,w11358
3942,casanatensis,,deunx,,w11361
3943,casanatensis,,dextans,,w11364
3944,casanatensis,,dodrans,,w11367
3945,casanatensis,,"bessisLewis-Short Latin dictionary writes that the most common nominative is ""bes"", but also nominative ""bessis"" is attested: ""bes, bessis, m. (nom. bessis, Paul. ex Fest. p. 33 Müll.; Prisc. Ponder. p. 1348 P.)"". Source: A Latin Dictionary. Founded on Andrews' edition of Freund's Latin dictionary. Revised, enlarged, and in great part rewritten by. Charlton T. Lewis, Ph.D. and. Charles Short, LL.D. Oxford. Clarendon Press. 1879, retrieved from http://www.perseus.tufts.edu/hopper/text?doc=bes&fromdoc=Perseus%3Atext%3A1999.04.0059 on June 23, 2016.",,w11370
3946,casanatensis,,septunx,,w11373
3947,casanatensis,,¢quincunx,,w11376
3948,casanatensis,,triens,,w11379
3949,casanatensis,,quadrans,,w11382
3950,casanatensis,,sextans,,w11385
3951,casanatensis,,sexcunx,,w11388
3952,casanatensis,,sextula,,w11391
3953,casanatensis,,libra,,w11394
3954,casanatensis,,bilibris,,w11397
3955,casanatensis,,trilibris,,w11400
3956,casanatensis,,quadrilibris,,w11403
3957,casanatensis,,et,,w11406
3958,casanatensis,,similia,,w11409
3959,casanatensis,,anniculus,,w11412
3960,casanatensis,,ul¯uel,,w11415
3961,casanatensis,,"annysThis is the only case in the work in which the grapheme ""y"" and the alphabeme ""y"" are meant to encode what we would today represent as a sequence of two ""u"" alphabemes.",,w11418
3962,casanatensis,,biennis,,w11421
3963,casanatensis,,triennis,,w11424
3964,casanatensis,,quadriennis,,w11427
3965,casanatensis,,quinquennis,,w11430
3966,casanatensis,,et,,w11433
3967,casanatensis,,similia,,w11436
3968,casanatensis,,bimus,,w11439
3969,casanatensis,,trimus,,w11442
3970,casanatensis,,quadrimus,,w11445
3971,casanatensis,,et,,w11448
3972,casanatensis,,similia,,w11451
3973,casanatensis,,biduum,,w11454
3974,casanatensis,,triduum,,w11457
3975,casanatensis,,quadriduu2um,,w11460
3976,casanatensis,,et,,w11463
3977,casanatensis,,similia,,w11466
3978,casanatensis,,binoctium,,w11469
3979,casanatensis,,trinoctium,,w11472
3980,casanatensis,,quadrinoctiu2um,,w11475
3981,casanatensis,,et,,w11478
3982,casanatensis,,similia,,w11481
3983,casanatensis,,bifaria2am,,w11484
3984,casanatensis,,trifaria2am,,w11487
3985,casanatensis,,quadrifaria2am,,w11490
3986,casanatensis,,et,,w11493
3987,casanatensis,,similia,,w11496
3988,casanatensis,,bipatens,,w11499
3989,casanatensis,,tripatens,,w11502
3990,casanatensis,,et,,w11505
3991,casanatensis,,similia,,w11508
3992,casanatensis,,bilinguis,,w11511
3993,casanatensis,,et,,w11514
3994,casanatensis,,similia,,w11517
3995,casanatensis,,biuiu2um,,w11520
3996,casanatensis,,triuiu2um,,w11523
3997,casanatensis,,et,,w11526
3998,casanatensis,,similia,,w11529
3999,casanatensis,,bifidus,,w11532
4000,casanatensis,,trifidus,,w11535
4001,casanatensis,,quadrifidus,,w11538
4002,casanatensis,,et,,w11541
4003,casanatensis,,similia,,w11544
4004,casanatensis,,bisulcus,,w11547
4005,casanatensis,,trisulcus,,w11550
4006,casanatensis,,geminus,,w11553
4007,casanatensis,,tergeminus,,w11556
4008,casanatensis,,centu2umgeminus,,w11559
4009,casanatensis,,unimanus,,w11562
4010,casanatensis,,centimanus,,w11565
4011,casanatensis,,et,,w11568
4012,casanatensis,,simil¯ilia,,w11571
4013,casanatensis,,duum uir,,w11574
4014,casanatensis,,trium uir,,w11577
4015,casanatensis,,¢quinq;que uir,,w11580
4016,casanatensis,,septem uir,,w11583
4017,casanatensis,,decem uir,,w11586
4018,casanatensis,,centu2um uir,,w11589
4019,casanatensis,,et,,w11592
4020,casanatensis,,simil¯ilia,,w11595
4021,casanatensis,,bigæ,,w11598
4022,casanatensis,,trigæ,,w11601
4023,casanatensis,,quadrigæ,,w11604
4024,casanatensis,,et,,w11607
4025,casanatensis,,similia,,w11610
4026,casanatensis,,biiugus,,w11613
4027,casanatensis,,unde,,w11616
4028,casanatensis,,uirgi¯gilius,,w11619
4029,casanatensis,,in,,w11622
4030,casanatensis,,"uAs above, the glyph for the numeral ""five"" is pointy like modern ""v"", not rounded.",,w11625
4031,casanatensis,,biiugo,,w11628
4032,casanatensis,,certamine,,w11631
4033,casanatensis,,ca2ampum,,w11634
4034,casanatensis,,corripuere,,w11637
4035,casanatensis,,et,,w11640
4036,casanatensis,,bigati,,w11643
4037,casanatensis,,nummi,,w11646
4038,casanatensis,,triiugus,,w11649
4039,casanatensis,,quadri iugus,,w11652
4040,casanatensis,,et,,w11655
4041,casanatensis,,simil¯ilia,,w11658
4042,casanatensis,,triangulu2um,,w11661
4043,casanatensis,,cesar,,w11664
4044,casanatensis,,in,,w11667
4045,casanatensis,,arato,,w11670
4046,casanatensis,,cur,,w11673
4047,casanatensis,,diuite,,w11676
4048,casanatensis,,lingua,,w11679
4049,casanatensis,,grecia,,w11682
4050,casanatensis,,precurra2am,,w11685
4051,casanatensis,,potiusq;que,,w11688
4052,casanatensis,,triangula,,w11691
4053,casanatensis,,dica2am,,w11694
4054,casanatensis,,quadriangulu2um,,w11697
4055,casanatensis,,quinquangulu2um,,w11700
4056,casanatensis,,sexangulum,,w11703
4057,casanatensis,,et,,w11706
4058,casanatensis,,similia,,w11709
4059,casanatensis,,ł,,casanatensis:0.1.0.15.6.1120
4060,casanatensis,,numeralis,,w11712
4061,casanatensis,,species,,w11715
4062,casanatensis,,est,,w11718
4063,casanatensis,,quæ,,w11721
4064,casanatensis,,integru2um,,w11724
4065,casanatensis,,totu2um,,w11727
4066,casanatensis,,demonstrat,,w11730
4067,casanatensis,,numeru2um,,w11733
4068,casanatensis,,de,,w11736
4069,casanatensis,,quo,,w11739
4070,casanatensis,,refert,,w11742
4071,casanatensis,,ut,,w11745
4072,casanatensis,,unus,,w11748
4073,casanatensis,,duo,,w11751
4074,casanatensis,,decem,,w11754
4075,casanatensis,,centu2um,,w11757
4076,casanatensis,,mille,,w11760
4077,casanatensis,,non,,w11763
4078,casanatensis,,de,,w11766
4079,casanatensis,,imo,,w11769
4080,casanatensis,,tantu2um,,w11772
4081,casanatensis,,ut,,w11775
4082,casanatensis,,supra,,w11778
4083,casanatensis,,sed,,w11781
4084,casanatensis,,de,,w11784
4085,casanatensis,,omnib;bus,,w11787
4086,casanatensis,,in,,w11790
4087,casanatensis,,integru2um,,w11793
4088,casanatensis,,refert,,w11796
4089,casanatensis,,de,,w11799
4090,casanatensis,,numeris,,w11802
4091,casanatensis,,unus,,w11805
4092,casanatensis,,una,,w11808
4093,casanatensis,,unu2um,,w11811
4094,casanatensis,,duo,,w11814
4095,casanatensis,,due,,w11817
4096,casanatensis,,duo,,w11820
4097,casanatensis,,hi,,w11823
4098,casanatensis,,et,,w11826
4099,casanatensis,,hæ,,w11829
4100,casanatensis,,tres,,w11832
4101,casanatensis,,et,,w11835
4102,casanatensis,,hæc,,w11838
4103,casanatensis,,tria,,w11841
4104,casanatensis,,mobilia,,w11845
4105,casanatensis,,st¯sunt,,w11847
4106,casanatensis,,et,,w11850
4107,casanatensis,,declinantur,,w11853
4108,casanatensis,,na2am,,w11856
4109,casanatensis,,a,,w11859
4110,casanatensis,,quattuor,,w11862
4111,casanatensis,,usq;que,,w11865
4112,casanatensis,,ad,,w11868
4113,casanatensis,,centu2um,,w11871
4114,casanatensis,,et,,w11874
4115,casanatensis,,mille,,w11877
4116,casanatensis,,indeclinabilia,,w11881
4117,casanatensis,,sunt,,w11883
4118,casanatensis,,hi,,w11886
4119,casanatensis,,ducenti,,w11889
4120,casanatensis,,hæ,,w11892
4121,casanatensis,,ducentæ,,w11895
4122,casanatensis,,hæc,,w11898
4123,casanatensis,,ducenta,,w11901
4124,casanatensis,,similiter,,w11904
4125,casanatensis,,trecenti,,w11907
4126,casanatensis,,usq;que,,w11910
4127,casanatensis,,noningenti,,w11913
4128,casanatensis,,¢qui,,w11916
4129,casanatensis,,et,,w11919
4130,casanatensis,,nongenti,,w11922
4131,casanatensis,,mille,,w11925
4132,casanatensis,,n¯non,,w11928
4133,casanatensis,,declinantur,,w11931
4134,casanatensis,,absoluta,,w11934
4135,casanatensis,,species,,w11937
4136,casanatensis,,est,,w11940
4137,casanatensis,,quæ,,w11943
4138,casanatensis,,þper,,w11946
4139,casanatensis,,se,,w11949
4140,casanatensis,,intellegitur,,w11952
4141,casanatensis,,n¯non,,w11955
4142,casanatensis,,egens,,w11958
4143,casanatensis,,alterius,,w11961
4144,casanatensis,,nominis,,w11964
4145,casanatensis,,coniunctione,,w11967
4146,casanatensis,,ut,,w11970
4147,casanatensis,,ds¯deus,,w11973
4148,casanatensis,,ratio,,w11976
4149,casanatensis,,temporalis,,w11979
4150,casanatensis,,species,,w11982
4151,casanatensis,,est,,w11985
4152,casanatensis,,quæ,,w11988
4153,casanatensis,,tempus,,w11991
4154,casanatensis,,significat,,w11994
4155,casanatensis,,ut,,w11997
4156,casanatensis,,mensis,,w12000
4157,casanatensis,,dies,,w12003
4158,casanatensis,,annus,,w12006
4159,casanatensis,,localis,,w12009
4160,casanatensis,,species,,w12012
4161,casanatensis,,est,,w12015
4162,casanatensis,,quæ,,w12018
4163,casanatensis,,locu2um,,w12021
4164,casanatensis,,significat,,w12024
4165,casanatensis,,ut,,w12027
4166,casanatensis,,ŋproximus,,w12030
4167,casanatensis,,longinquus,,w12033
4168,casanatensis,,medioximus,,w12036
4169,casanatensis,,omnes,,w12039
4170,casanatensis,,hæ,,w12042
4171,casanatensis,,appellatiuoru2um,,w12045
4172,casanatensis,,species,,w12048
4173,casanatensis,,fere,,w12051
4174,casanatensis,,co2ommunes,,w12054
4175,casanatensis,,st¯sunt,,w12057
4176,casanatensis,,tam,,w12060
4177,casanatensis,,primitiuoru2um,,w12063
4178,casanatensis,,qua2am,,w12066
4179,casanatensis,,deriuatiuoru2um,,w12069
4180,casanatensis,,seorsu2um,,w12072
4181,casanatensis,,aut¯tem,,w12075
4182,casanatensis,,deriuatiua,,w12078
4183,casanatensis,,nomina,,w12081
4184,casanatensis,,habent,,w12084
4185,casanatensis,,species,,w12087
4186,casanatensis,,de,,w12090
4187,casanatensis,,¢quib;bus,,w12093
4188,casanatensis,,singulis,,w12096
4189,casanatensis,,subter,,w12099
4190,casanatensis,,tractabimus,,w12102
4191,casanatensis,,patronymica,,w12105
4192,casanatensis,,species,,w12108
4193,casanatensis,,est,,w12111
4194,casanatensis,,quæ,,w12114
4195,casanatensis,,deriuatur,,w12118
4196,casanatensis,,a,,w12120
4197,casanatensis,,ŋpropriis,,w12123
4198,casanatensis,,nominibus,,w12126
4199,casanatensis,,patru2um,,w12129
4200,casanatensis,,secundu2um,,w12132
4201,casanatensis,,greca2am,,w12135
4202,casanatensis,,forma2am,,w12138
4203,casanatensis,,ex,,w12141
4204,casanatensis,,¢quib;bus,,w12144
4205,casanatensis,,suæ,,w12147
4206,casanatensis,,generationis,,w12150
4207,casanatensis,,origine2em,,w12153
4208,casanatensis,,trahunt,,w12156
4209,casanatensis,,et,,w12159
4210,casanatensis,,iuncta,,w12162
4211,casanatensis,,genitiuo,,w12165
4212,casanatensis,,primitiui,,w12168
4213,casanatensis,,significat,,w12171
4214,casanatensis,,filium,,w12174
4215,casanatensis,,uel,,w12177
4216,casanatensis,,nepotem,,w12180
4217,casanatensis,,ut,,w12183
4218,casanatensis,,eacides,,w12186
4219,casanatensis,,eaci,,w12189
4220,casanatensis,,filius,,w12192
4221,casanatensis,,uel,,w12195
4222,casanatensis,,nepos,,w12198
4223,casanatensis,,hæc,,w12201
4224,casanatensis,,species,,w12204
4225,casanatensis,,maxime,,w12207
4226,casanatensis,,poetaru2um,,w12210
4227,casanatensis,,est,,w12213
4228,casanatensis,,þper,,w12216
4229,casanatensis,,qua2am,,w12219
4230,casanatensis,,specie2em,,w12222
4231,casanatensis,,romani,,w12225
4232,casanatensis,,communis,,w12228
4233,casanatensis,,familiæ,,w12231
4234,casanatensis,,nomine,,w12234
4235,casanatensis,,utuntur,,w12237
4236,casanatensis,,ut,,w12240
4237,casanatensis,,cornelii,,w12243
4238,casanatensis,,dicti,,w12246
4239,casanatensis,,st¯sunt,,w12249
4240,casanatensis,,a,,w12252
4241,casanatensis,,primo,,w12255
4242,casanatensis,,cornelio,,w12258
4243,casanatensis,,omnes,,w12261
4244,casanatensis,,ex,,w12264
4245,casanatensis,,eiusde2em,,w12267
4246,casanatensis,,familia,,w12270
4247,casanatensis,,et,,w12273
4248,casanatensis,,possessiua,,w12276
4249,casanatensis,,loco,,w12279
4250,casanatensis,,patronymicoru2um,,w12282
4251,casanatensis,,posita,,w12285
4252,casanatensis,,usurpata,,w12288
4253,casanatensis,,inueniuntur,,w12291
4254,casanatensis,,ut,,w12294
4255,casanatensis,,eade2em,,w12297
4256,casanatensis,,terminatione,,w12300
4257,casanatensis,,dicatur,,w12303
4258,casanatensis,,ostendens,,w12306
4259,casanatensis,,alique2em,,w12309
4260,casanatensis,,ex,,w12312
4261,casanatensis,,illius,,w12315
4262,casanatensis,,familia,,w12318
4263,casanatensis,,"ta2amqua2amThe ""u"" is written above the line, with the pointy shape of modern ""v"". It is slightly different from the glyph that I encoded as an abbreviation mark as ""ų"" elsewhere, since in this word the added sign is not above the ""q"" but above the line between the ""q"" and the next ""a"".",,w12321
4264,casanatensis,,si,,w12324
4265,casanatensis,,ex,,w12327
4266,casanatensis,,illius,,w12330
4267,casanatensis,,possessione,,w12333
4268,casanatensis,,ali¢quid,,w12336
4269,casanatensis,,ostendatur,,w12339
4270,casanatensis,,ita,,w12342
4271,casanatensis,,eni2im,,w12345
4272,casanatensis,,dcr¯dicitur,,w12348
4273,casanatensis,,emilianus,,w12351
4274,casanatensis,,scipio,,w12354
4275,casanatensis,,id,,w12357
4276,casanatensis,,÷est,,w12360
4277,casanatensis,,emilii,,w12363
4278,casanatensis,,filius,,w12366
4279,casanatensis,,scipio,,w12369
4280,casanatensis,,tamqua2am,,w12372
4281,casanatensis,,si,,w12375
4282,casanatensis,,diceretur,,w12378
4283,casanatensis,,emilianus,,w12381
4284,casanatensis,,equus,,w12384
4285,casanatensis,,aut,,w12387
4286,casanatensis,,aliud,,w12390
4287,casanatensis,,ali¢quid,,w12393
4288,casanatensis,,ex,,w12396
4289,casanatensis,,illius,,w12399
4290,casanatensis,,possessione,,w12402
4291,casanatensis,,sunt,,w12405
4292,casanatensis,,nomina,,w12408
4293,casanatensis,,ŋpropria,,w12411
4294,casanatensis,,quæ,,w12414
4295,casanatensis,,ad,,w12417
4296,casanatensis,,similitudine2em,,w12420
4297,casanatensis,,patronymicoru2um,,w12423
4298,casanatensis,,terminantur,,w12426
4299,casanatensis,,sed,,w12429
4300,casanatensis,,significatione,,w12432
4301,casanatensis,,denominatiua,,w12435
4302,casanatensis,,sunt,,w12438
4303,casanatensis,,¢quia,,w12441
4304,casanatensis,,n¯non,,w12444
4305,casanatensis,,trahunt,,w12447
4306,casanatensis,,origine2em,,w12450
4307,casanatensis,,suæ,,w12453
4308,casanatensis,,generationis,,w12456
4309,casanatensis,,ab,,w12459
4310,casanatensis,,eis,,w12462
4311,casanatensis,,de,,w12465
4312,casanatensis,,quib;bus,,w12468
4313,casanatensis,,nominati,,w12471
4314,casanatensis,,st¯sunt,,w12474
4315,casanatensis,,sed,,w12477
4316,casanatensis,,tantu2um,,w12480
4317,casanatensis,,a,,w12483
4318,casanatensis,,similitudine,,w12486
4319,casanatensis,,eoru2um,,w12489
4320,casanatensis,,nominu2um,,w12492
4321,casanatensis,,st¯sunt,,w12495
4322,casanatensis,,nominati,,w12498
4323,casanatensis,,ut,,w12501
4324,casanatensis,,euripides,,w12505
4325,casanatensis,,n¯non,,w12507
4326,casanatensis,,euripi,,w12510
4327,casanatensis,,filius,,w12513
4328,casanatensis,,ul¯uel,,w12516
4329,casanatensis,,nepos,,w12519
4330,casanatensis,,sed,,w12522
4331,casanatensis,,ab,,w12525
4332,casanatensis,,euripo,,w12528
4333,casanatensis,,sic,,w12531
4334,casanatensis,,nominatus,,w12534
4335,casanatensis,,est,,w12537
4336,casanatensis,,sunt,,w12540
4337,casanatensis,,nomina,,w12543
4338,casanatensis,,quæ,,w12546
4339,casanatensis,,in,,w12549
4340,casanatensis,,aliis,,w12552
4341,casanatensis,,nominib;bus,,w12555
4342,casanatensis,,st¯sunt,,w12558
4343,casanatensis,,patronymica,,w12561
4344,casanatensis,,in,,w12564
4345,casanatensis,,aliis,,w12567
4346,casanatensis,,st¯sunt,,w12570
4347,casanatensis,,ŋpropria,,w12573
4348,casanatensis,,ut,,w12576
4349,casanatensis,,timarchides,,w12579
4350,casanatensis,,filius,,w12582
4351,casanatensis,,timarchi,,w12585
4352,casanatensis,,et,,w12588
4353,casanatensis,,timarchides,,w12591
4354,casanatensis,,ŋproprium,,w12594
4355,casanatensis,,etia2am,,w12597
4356,casanatensis,,et,,w12600
4357,casanatensis,,in,,w12603
4358,casanatensis,,omnibus,,w12606
4359,casanatensis,,appellatiuis,,w12609
4360,casanatensis,,hoc,,w12612
4361,casanatensis,,fieri,,w12615
4362,casanatensis,,potest,,w12618
4363,casanatensis,,ut,,w12621
4364,casanatensis,,in,,w12624
4365,casanatensis,,aliis,,w12627
4366,casanatensis,,sint,,w12630
4367,casanatensis,,appellatiua,,w12633
4368,casanatensis,,ut,,w12636
4369,casanatensis,,magnus,,w12639
4370,casanatensis,,homo,,w12642
4371,casanatensis,,et,,w12645
4372,casanatensis,,cum,,w12648
4373,casanatensis,,þperdiderint,,w12651
4374,casanatensis,,ui2im,,w12654
4375,casanatensis,,appellatiuorum,,w12657
4376,casanatensis,,sint,,w12661
4377,casanatensis,,ŋpropria,,w12663
4378,casanatensis,,ut,,w12666
4379,casanatensis,,magnus,,w12669
4380,casanatensis,,ŋpropriu2um,,w12672
4381,casanatensis,,cuiuscu2umq;que,,w12675
4382,casanatensis,,nom¯men,,w12678
4383,casanatensis,,abusiue,,w12681
4384,casanatensis,,etia2am,,w12684
4385,casanatensis,,a,,w12687
4386,casanatensis,,matrib;bus,,w12690
4387,casanatensis,,et,,w12693
4388,casanatensis,,fratrib;bus,,w12696
4389,casanatensis,,et,,w12699
4390,casanatensis,,regib;bus,,w12702
4391,casanatensis,,et,,w12705
4392,casanatensis,,conditorib;bus,,w12708
4393,casanatensis,,et,,w12711
4394,casanatensis,,maiorib;bus,,w12714
4395,casanatensis,,et,,w12717
4396,casanatensis,,auis,,w12720
4397,casanatensis,,maternis,,w12723
4398,casanatensis,,et,,w12726
4399,casanatensis,,paternis,,w12729
4400,casanatensis,,et,,w12732
4401,casanatensis,,"atauisThere is a macron sign over the initial ""a"" (ātauis). If it marked the long quantity of the vowel, it would be inappropriate, as both ""a""s in the word are short (""ătăvus""). The same mark is found in the only other instance of word ""atauis"", encoded with id w13017.",,w12735
4402,casanatensis,,patronymica,,w12738
4403,casanatensis,,formari,,w12741
4404,casanatensis,,inueniuntur,,w12744
4405,casanatensis,,ut,,w12747
4406,casanatensis,,"letoidesThe source (Priscian, Ars grammatica, K 2.63.12-13) has ""Latoides, Λητοῦς, id est Latonae"". Among the manuscript of Priscian, only B and D have ""Latoides"" (probably based on the Doric spelling Λᾱτοΐδας), while all the others have ""Letoides"" (the Aeolian spelling Λητοΐδης). See http://www.unipa.it/paolo.monella/ursus/sigla.pdf for Keil's sigla codicum.",,w12750
4407,casanatensis,,letois,,w12753
4408,casanatensis,,id,,w12756
4409,casanatensis,,est,,w12759
4410,casanatensis,,apollo,,w12762
4411,casanatensis,,filius,,w12765
4412,casanatensis,,latonæ,,w12768
4413,casanatensis,,ï,,casanatensis:0.1.0.15.10.521
4414,casanatensis,,iliades,,w12771
4415,casanatensis,,romulus,,w12774
4416,casanatensis,,filius,,w12777
4417,casanatensis,,iliæ,,w12780
4418,casanatensis,,ï,,casanatensis:0.1.0.15.10.529
4419,casanatensis,,a,,w12783
