position,doc,lang,form,lemma,anchor
2170,ldlt-balex,,existimauit,,ldlt-balex:0.1.1.0.17.0
2171,ldlt-balex,,ut,,ldlt-balex:0.1.1.0.17.0
2172,ldlt-balex,,insulam,,ldlt-balex:0.1.1.0.17.0
2173,ldlt-balex,,molemque,,ldlt-balex:0.1.1.0.17.0
2174,ldlt-balex,,ad,,ldlt-balex:0.1.1.0.17.0
2175,ldlt-balex,,insulam,,ldlt-balex:0.1.1.0.17.0
2176,ldlt-balex,,pertinentem,,ldlt-balex:0.1.1.0.17.0
2177,ldlt-balex,,in,,ldlt-balex:0.1.1.0.17.0
2178,ldlt-balex,,suam,,ldlt-balex:0.1.1.0.17.0
2179,ldlt-balex,,redigeret,,ldlt-balex:0.1.1.0.17.0
2180,ldlt-balex,,potestatem,,ldlt-balex:0.1.1.0.17.0
2181,ldlt-balex,,Perfectis,,ldlt-balex:0.1.1.0.17.1
2182,ldlt-balex,,enim,,ldlt-balex:0.1.1.0.17.1
2183,ldlt-balex,,magna,,ldlt-balex:0.1.1.0.17.1
2184,ldlt-balex,,ex,,ldlt-balex:0.1.1.0.17.1
2185,ldlt-balex,,parte,,ldlt-balex:0.1.1.0.17.1
2186,ldlt-balex,,munitionibus,,ldlt-balex:0.1.1.0.17.1
2187,ldlt-balex,,in,,ldlt-balex:0.1.1.0.17.1
2188,ldlt-balex,,oppido,,ldlt-balex:0.1.1.0.17.1
2189,ldlt-balex,,et,,ldlt-balex:0.1.1.0.17.1.1.0.0
2190,ldlt-balex,,hanc,,ldlt-balex:0.1.1.0.17.1.1.0.0
2191,ldlt-balex,,et,,lem-17.2-et-hanc
2192,ldlt-balex,,illam,,lem-17.2-et-hanc
2193,ldlt-balex,,urbe,,ldlt-balex:0.1.1.0.17.1.1.0.1
2194,ldlt-balex,,m,,ldlt-balex:0.1.1.0.17.1.1.0.1
2195,ldlt-balex,,uno,,ldlt-balex:0.1.1.0.17.1
2196,ldlt-balex,,tempore,,ldlt-balex:0.1.1.0.17.1
2197,ldlt-balex,,temptari,,ldlt-balex:0.1.1.0.17.1
2198,ldlt-balex,,posse,,ldlt-balex:0.1.1.0.17.1
2199,ldlt-balex,,confidebat,,ldlt-balex:0.1.1.0.17.1
2200,ldlt-balex,,Quo,,ldlt-balex:0.1.1.0.17.2
2201,ldlt-balex,,capto,,ldlt-balex:0.1.1.0.17.2
2202,ldlt-balex,,consilio,,ldlt-balex:0.1.1.0.17.2
2203,ldlt-balex,,cohortes,,ldlt-balex:0.1.1.0.17.2
2204,ldlt-balex,,X,,ldlt-balex:0.1.1.0.17.2
2205,ldlt-balex,,et,,ldlt-balex:0.1.1.0.17.2
2206,ldlt-balex,,leuis,,ldlt-balex:0.1.1.0.17.2
2207,ldlt-balex,,armaturae,,ldlt-balex:0.1.1.0.17.2
2208,ldlt-balex,,electos,,ldlt-balex:0.1.1.0.17.2
2209,ldlt-balex,,quosque,,lem-17.3-quosque
2210,ldlt-balex,,idoneos,,ldlt-balex:0.1.1.0.17.2
2211,ldlt-balex,,ex,,ldlt-balex:0.1.1.0.17.2
2212,ldlt-balex,,equitibus,,ldlt-balex:0.1.1.0.17.2
2213,ldlt-balex,,Gallis,,ldlt-balex:0.1.1.0.17.2
2214,ldlt-balex,,arbitrabatur,,ldlt-balex:0.1.1.0.17.2
2215,ldlt-balex,,in,,ldlt-balex:0.1.1.0.17.2
2216,ldlt-balex,,nauigia,,ldlt-balex:0.1.1.0.17.2
2217,ldlt-balex,,minora,,ldlt-balex:0.1.1.0.17.2
2218,ldlt-balex,,scaphasque,,ldlt-balex:0.1.1.0.17.2
2219,ldlt-balex,,imponit,,ldlt-balex:0.1.1.0.17.2
2220,ldlt-balex,,In,,lem-17.3-in-alteram
2221,ldlt-balex,,alteram,,lem-17.3-in-alteram
2222,ldlt-balex,,insulae,,ldlt-balex:0.1.1.0.17.2
2223,ldlt-balex,,partem,,lem-17.3-partem-gap
2224,ldlt-balex,,distinendae,,ldlt-balex:0.1.1.0.17.2
2225,ldlt-balex,,manus,,ldlt-balex:0.1.1.0.17.2
2226,ldlt-balex,,causa,,ldlt-balex:0.1.1.0.17.2
2227,ldlt-balex,,constratis,,lem-17.3-constratis
2228,ldlt-balex,,nauibus,,ldlt-balex:0.1.1.0.17.2
2229,ldlt-balex,,aggreditur,,ldlt-balex:0.1.1.0.17.2
2230,ldlt-balex,,praemiis,,lem-17.3-praemiis
2231,ldlt-balex,,magnis,,ldlt-balex:0.1.1.0.17.2
2232,ldlt-balex,,propositis,,ldlt-balex:0.1.1.0.17.2
2233,ldlt-balex,,qui,,ldlt-balex:0.1.1.0.17.2
2234,ldlt-balex,,primus,,ldlt-balex:0.1.1.0.17.2
2235,ldlt-balex,,insulam,,ldlt-balex:0.1.1.0.17.2
2236,ldlt-balex,,cepisset,,ldlt-balex:0.1.1.0.17.2
2237,ldlt-balex,,Ac,,ldlt-balex:0.1.1.0.17.3
2238,ldlt-balex,,primo,,ldlt-balex:0.1.1.0.17.3
2239,ldlt-balex,,impetum,,ldlt-balex:0.1.1.0.17.3
2240,ldlt-balex,,nostrorum,,ldlt-balex:0.1.1.0.17.3
2241,ldlt-balex,,pariter,,lem-17.4-pariter
2242,ldlt-balex,,sustinuerunt,,ldlt-balex:0.1.1.0.17.3
2243,ldlt-balex,,Vno,,ldlt-balex:0.1.1.0.17.3
2244,ldlt-balex,,enim,,ldlt-balex:0.1.1.0.17.3
2245,ldlt-balex,,tempore,,ldlt-balex:0.1.1.0.17.3
2246,ldlt-balex,,et,,ldlt-balex:0.1.1.0.17.3
2247,ldlt-balex,,ex,,ldlt-balex:0.1.1.0.17.3
2248,ldlt-balex,,tectis,,ldlt-balex:0.1.1.0.17.3
2249,ldlt-balex,,aedificiorum,,ldlt-balex:0.1.1.0.17.3
2250,ldlt-balex,,propugnabant,,ldlt-balex:0.1.1.0.17.3
2251,ldlt-balex,,et,,ldlt-balex:0.1.1.0.17.3
2252,ldlt-balex,,litora,,ldlt-balex:0.1.1.0.17.3
2253,ldlt-balex,,armati,,ldlt-balex:0.1.1.0.17.3
2254,ldlt-balex,,defendebant,,ldlt-balex:0.1.1.0.17.3
2255,ldlt-balex,,quo,,lem-17.4-quo
2256,ldlt-balex,,propter,,ldlt-balex:0.1.1.0.17.3
2257,ldlt-balex,,asperitatem,,ldlt-balex:0.1.1.0.17.3
2258,ldlt-balex,,loci,,ldlt-balex:0.1.1.0.17.3
2259,ldlt-balex,,non,,ldlt-balex:0.1.1.0.17.3
2260,ldlt-balex,,facilis,,ldlt-balex:0.1.1.0.17.3
2261,ldlt-balex,,nostris,,ldlt-balex:0.1.1.0.17.3
2262,ldlt-balex,,aditus,,ldlt-balex:0.1.1.0.17.3
2263,ldlt-balex,,dabatur,,ldlt-balex:0.1.1.0.17.3
2264,ldlt-balex,,et,,ldlt-balex:0.1.1.0.17.3
2265,ldlt-balex,,scaphis,,ldlt-balex:0.1.1.0.17.3
2266,ldlt-balex,,nauibusque,,ldlt-balex:0.1.1.0.17.3
2267,ldlt-balex,,longis,,ldlt-balex:0.1.1.0.17.3
2268,ldlt-balex,,V,,lem-17.4-V
2269,ldlt-balex,,mobiliter,,ldlt-balex:0.1.1.0.17.3
2270,ldlt-balex,,et,,ldlt-balex:0.1.1.0.17.3
2271,ldlt-balex,,scienter,,ldlt-balex:0.1.1.0.17.3
2272,ldlt-balex,,angustias,,ldlt-balex:0.1.1.0.17.3
2273,ldlt-balex,,loci,,ldlt-balex:0.1.1.0.17.3
2274,ldlt-balex,,tuebantur,,ldlt-balex:0.1.1.0.17.3
2275,ldlt-balex,,Sed,,ldlt-balex:0.1.1.0.17.4
2276,ldlt-balex,,ubi,,ldlt-balex:0.1.1.0.17.4
2277,ldlt-balex,,primum,,ldlt-balex:0.1.1.0.17.4
2278,ldlt-balex,,locis,,ldlt-balex:0.1.1.0.17.4
2279,ldlt-balex,,cognitis,,ldlt-balex:0.1.1.0.17.4
2280,ldlt-balex,,uadisque,,ldlt-balex:0.1.1.0.17.4
2281,ldlt-balex,,pertemptatis,,ldlt-balex:0.1.1.0.17.4
2282,ldlt-balex,,pauci,,ldlt-balex:0.1.1.0.17.4
2283,ldlt-balex,,nostri,,ldlt-balex:0.1.1.0.17.4
2284,ldlt-balex,,in,,ldlt-balex:0.1.1.0.17.4
2285,ldlt-balex,,litore,,lem-17.5-litore-constiterunt-atque-hos-sunt-alii-subsecuti-constanterque-in-eos-qui-in-litore
2286,ldlt-balex,,constiterunt,,lem-17.5-litore-constiterunt-atque-hos-sunt-alii-subsecuti-constanterque-in-eos-qui-in-litore
2287,ldlt-balex,,atque,,lem-17.5-litore-constiterunt-atque-hos-sunt-alii-subsecuti-constanterque-in-eos-qui-in-litore
2288,ldlt-balex,,hos,,lem-17.5-litore-constiterunt-atque-hos-sunt-alii-subsecuti-constanterque-in-eos-qui-in-litore
2289,ldlt-balex,,sunt,,lem-17.5-litore-constiterunt-atque-hos-sunt-alii-subsecuti-constanterque-in-eos-qui-in-litore
2290,ldlt-balex,,alii,,lem-17.5-litore-constiterunt-atque-hos-sunt-alii-subsecuti-constanterque-in-eos-qui-in-litore
2291,ldlt-balex,,subsecuti,,lem-17.5-litore-constiterunt-atque-hos-sunt-alii-subsecuti-constanterque-in-eos-qui-in-litore
2292,ldlt-balex,,constanterque,,lem-17.5-constanterque
2293,ldlt-balex,,in,,lem-17.5-litore-constiterunt-atque-hos-sunt-alii-subsecuti-constanterque-in-eos-qui-in-litore
2294,ldlt-balex,,eos,,lem-17.5-litore-constiterunt-atque-hos-sunt-alii-subsecuti-constanterque-in-eos-qui-in-litore
2295,ldlt-balex,,qui,,lem-17.5-litore-constiterunt-atque-hos-sunt-alii-subsecuti-constanterque-in-eos-qui-in-litore
2296,ldlt-balex,,in,,lem-17.5-litore-constiterunt-atque-hos-sunt-alii-subsecuti-constanterque-in-eos-qui-in-litore
2297,ldlt-balex,,litore,,lem-17.5-litore-constiterunt-atque-hos-sunt-alii-subsecuti-constanterque-in-eos-qui-in-litore
2298,ldlt-balex,,aequo,,ldlt-balex:0.1.1.0.17.4
2299,ldlt-balex,,institerant,,ldlt-balex:0.1.1.0.17.4
2300,ldlt-balex,,impetum,,ldlt-balex:0.1.1.0.17.4
2301,ldlt-balex,,fecerunt,,ldlt-balex:0.1.1.0.17.4
2302,ldlt-balex,,omnes,,ldlt-balex:0.1.1.0.17.4
2303,ldlt-balex,,Pharitae,,ldlt-balex:0.1.1.0.17.4
2304,ldlt-balex,,terga,,ldlt-balex:0.1.1.0.17.4
2305,ldlt-balex,,uerterunt,,ldlt-balex:0.1.1.0.17.4
2306,ldlt-balex,,His,,rdg-17.6-Schneider
2307,ldlt-balex,,pulsis,,rdg-17.6-Schneider
2308,ldlt-balex,,custodia,,ldlt-balex:0.1.1.0.17.5
2309,ldlt-balex,,portus,,ldlt-balex:0.1.1.0.17.5
2310,ldlt-balex,,relicta,,ldlt-balex:0.1.1.0.17.5
2311,ldlt-balex,,naues,,ldlt-balex:0.1.1.0.17.5
2312,ldlt-balex,,ad,,ldlt-balex:0.1.1.0.17.5
2313,ldlt-balex,,litora,,ldlt-balex:0.1.1.0.17.5
2314,ldlt-balex,,et,,ldlt-balex:0.1.1.0.17.5
2315,ldlt-balex,,uicum,,ldlt-balex:0.1.1.0.17.5
2316,ldlt-balex,,applicarunt,,ldlt-balex:0.1.1.0.17.5
2317,ldlt-balex,,seque,,ldlt-balex:0.1.1.0.17.5
2318,ldlt-balex,,ex,,ldlt-balex:0.1.1.0.17.5
2319,ldlt-balex,,nauibus,,ldlt-balex:0.1.1.0.17.5
2320,ldlt-balex,,ad,,ldlt-balex:0.1.1.0.17.5
2321,ldlt-balex,,tuenda,,ldlt-balex:0.1.1.0.17.5
2322,ldlt-balex,,aedificia,,ldlt-balex:0.1.1.0.17.5
2323,ldlt-balex,,eiecerunt,,ldlt-balex:0.1.1.0.17.5
2324,ldlt-balex,,Neque,,ldlt-balex:0.1.1.0.18.0
2325,ldlt-balex,,uero,,ldlt-balex:0.1.1.0.18.0
2326,ldlt-balex,,diutius,,lem-18.1-diutius-ea-munitione
2327,ldlt-balex,,ea,,lem-18.1-diutius-ea-munitione
2328,ldlt-balex,,munitione,,lem-18.1-diutius-ea-munitione
2329,ldlt-balex,,se,,ldlt-balex:0.1.1.0.18.0
2330,ldlt-balex,,continere,,ldlt-balex:0.1.1.0.18.0
2331,ldlt-balex,,potuerunt,,ldlt-balex:0.1.1.0.18.0
2332,ldlt-balex,,etsi,,ldlt-balex:0.1.1.0.18.0
2333,ldlt-balex,,erat,,ldlt-balex:0.1.1.0.18.0
2334,ldlt-balex,,non,,ldlt-balex:0.1.1.0.18.0
2335,ldlt-balex,,dissimile,,ldlt-balex:0.1.1.0.18.0
2336,ldlt-balex,,atque,,ldlt-balex:0.1.1.0.18.0
2337,ldlt-balex,,Alexandriae,,ldlt-balex:0.1.1.0.18.0
2338,ldlt-balex,,genus,,ldlt-balex:0.1.1.0.18.0
2339,ldlt-balex,,aedificiorum,,ldlt-balex:0.1.1.0.18.0
2340,ldlt-balex,,ut,,ldlt-balex:0.1.1.0.18.0
2341,ldlt-balex,,minora,,ldlt-balex:0.1.1.0.18.0
2342,ldlt-balex,,maioribus,,lem-18.1-maioribus
2343,ldlt-balex,,conferantur,,ldlt-balex:0.1.1.0.18.0
2344,ldlt-balex,,turresque,,ldlt-balex:0.1.1.0.18.0
2345,ldlt-balex,,editae,,ldlt-balex:0.1.1.0.18.0
2346,ldlt-balex,,et,,ldlt-balex:0.1.1.0.18.0
2347,ldlt-balex,,coniunctae,,ldlt-balex:0.1.1.0.18.0
2348,ldlt-balex,,muri,,ldlt-balex:0.1.1.0.18.0
2349,ldlt-balex,,locum,,ldlt-balex:0.1.1.0.18.0
2350,ldlt-balex,,obtinebant,,ldlt-balex:0.1.1.0.18.0
2351,ldlt-balex,,neque,,ldlt-balex:0.1.1.0.18.0
2352,ldlt-balex,,nostri,,ldlt-balex:0.1.1.0.18.0
2353,ldlt-balex,,aut,,ldlt-balex:0.1.1.0.18.0
2354,ldlt-balex,,scalis,,ldlt-balex:0.1.1.0.18.0
2355,ldlt-balex,,aut,,lem-18.1-aut-cratibus-aut
2356,ldlt-balex,,cratibus,,lem-18.1-aut-cratibus-aut
2357,ldlt-balex,,aut,,lem-18.1-aut-cratibus-aut
2358,ldlt-balex,,reliquis,,ldlt-balex:0.1.1.0.18.0
2359,ldlt-balex,,rebus,,ldlt-balex:0.1.1.0.18.0
2360,ldlt-balex,,parati,,ldlt-balex:0.1.1.0.18.0
2361,ldlt-balex,,uenerant,,ldlt-balex:0.1.1.0.18.0
2362,ldlt-balex,,ad,,ldlt-balex:0.1.1.0.18.0
2363,ldlt-balex,,oppugnandum,,ldlt-balex:0.1.1.0.18.0
2364,ldlt-balex,,Sed,,ldlt-balex:0.1.1.0.18.1
2365,ldlt-balex,,terror,,ldlt-balex:0.1.1.0.18.1
2366,ldlt-balex,,hominibus,,ldlt-balex:0.1.1.0.18.1
2367,ldlt-balex,,mentem,,ldlt-balex:0.1.1.0.18.1
2368,ldlt-balex,,consiliumque,,ldlt-balex:0.1.1.0.18.1
2369,ldlt-balex,,eripit,,ldlt-balex:0.1.1.0.18.1
2370,ldlt-balex,,et,,ldlt-balex:0.1.1.0.18.1
2371,ldlt-balex,,membra,,ldlt-balex:0.1.1.0.18.1
2372,ldlt-balex,,debilitat,,ldlt-balex:0.1.1.0.18.1
2373,ldlt-balex,,Vt,,ldlt-balex:0.1.1.0.18.1
2374,ldlt-balex,,tum,,ldlt-balex:0.1.1.0.18.1
2375,ldlt-balex,,accidit,,ldlt-balex:0.1.1.0.18.1
2376,ldlt-balex,,Qui,,ldlt-balex:0.1.1.0.18.2
2377,ldlt-balex,,se,,ldlt-balex:0.1.1.0.18.2
2378,ldlt-balex,,in,,ldlt-balex:0.1.1.0.18.2
2379,ldlt-balex,,aequo,,ldlt-balex:0.1.1.0.18.2
2380,ldlt-balex,,loco,,ldlt-balex:0.1.1.0.18.2
2381,ldlt-balex,,ac,,ldlt-balex:0.1.1.0.18.2
2382,ldlt-balex,,plano,,ldlt-balex:0.1.1.0.18.2
2383,ldlt-balex,,pares,,ldlt-balex:0.1.1.0.18.2
2384,ldlt-balex,,esse,,ldlt-balex:0.1.1.0.18.2
2385,ldlt-balex,,confidebant,,ldlt-balex:0.1.1.0.18.2
2386,ldlt-balex,,idem,,ldlt-balex:0.1.1.0.18.2
2387,ldlt-balex,,perterriti,,ldlt-balex:0.1.1.0.18.2
2388,ldlt-balex,,fuga,,ldlt-balex:0.1.1.0.18.2
2389,ldlt-balex,,suorum,,ldlt-balex:0.1.1.0.18.2
2390,ldlt-balex,,et,,ldlt-balex:0.1.1.0.18.2
2391,ldlt-balex,,caede,,ldlt-balex:0.1.1.0.18.2
2392,ldlt-balex,,paucorum,,ldlt-balex:0.1.1.0.18.2
2393,ldlt-balex,,XXX,,ldlt-balex:0.1.1.0.18.2
2394,ldlt-balex,,pedum,,ldlt-balex:0.1.1.0.18.2
2395,ldlt-balex,,altitudine,,ldlt-balex:0.1.1.0.18.2
2396,ldlt-balex,,in,,ldlt-balex:0.1.1.0.18.2
2397,ldlt-balex,,aedificiis,,ldlt-balex:0.1.1.0.18.2
2398,ldlt-balex,,consistere,,ldlt-balex:0.1.1.0.18.2
2399,ldlt-balex,,ausi,,ldlt-balex:0.1.1.0.18.2
2400,ldlt-balex,,non,,ldlt-balex:0.1.1.0.18.2
2401,ldlt-balex,,sunt,,ldlt-balex:0.1.1.0.18.2
2402,ldlt-balex,,seque,,ldlt-balex:0.1.1.0.18.2
2403,ldlt-balex,,per,,ldlt-balex:0.1.1.0.18.2
2404,ldlt-balex,,molem,,ldlt-balex:0.1.1.0.18.2
2405,ldlt-balex,,in,,ldlt-balex:0.1.1.0.18.2
2406,ldlt-balex,,mare,,ldlt-balex:0.1.1.0.18.2
2407,ldlt-balex,,praecipitauerunt,,ldlt-balex:0.1.1.0.18.2
2408,ldlt-balex,,et,,ldlt-balex:0.1.1.0.18.2
2409,ldlt-balex,,DCCC,,lem-18.3-DCCC
2410,ldlt-balex,,passuum,,ldlt-balex:0.1.1.0.18.2
2411,ldlt-balex,,interuallum,,ldlt-balex:0.1.1.0.18.2
2412,ldlt-balex,,ad,,ldlt-balex:0.1.1.0.18.2
2413,ldlt-balex,,oppidum,,lem-18.3-oppidum-enatauerunt
2414,ldlt-balex,,enatauerunt,,lem-18.3-oppidum-enatauerunt
2415,ldlt-balex,,Multi,,lem-18.4-segment
2416,ldlt-balex,,tamen,,lem-18.4-segment
2417,ldlt-balex,,ex,,lem-18.4-segment
2418,ldlt-balex,,his,,lem-18.4-segment
2419,ldlt-balex,,capti,,lem-18.4-segment
2420,ldlt-balex,,interfectique,,lem-18.4-segment
2421,ldlt-balex,,sunt,,lem-18.4-segment
2422,ldlt-balex,,sed,,lem-18.4-segment
2423,ldlt-balex,,numerus,,lem-18.4-segment
2424,ldlt-balex,,captiuorum,,lem-18.4-segment
2425,ldlt-balex,,omnino,,lem-18.4-segment
2426,ldlt-balex,,fuit,,lem-18.4-segment
2427,ldlt-balex,,VI,,lem-18.4-segment
2428,ldlt-balex,,milium,,lem-18.4-segment
2429,ldlt-balex,,Caesar,,ldlt-balex:0.1.1.0.19.0
2430,ldlt-balex,,praeda,,ldlt-balex:0.1.1.0.19.0
2431,ldlt-balex,,militibus,,ldlt-balex:0.1.1.0.19.0
2432,ldlt-balex,,concessa,,ldlt-balex:0.1.1.0.19.0
2433,ldlt-balex,,aedificia,,ldlt-balex:0.1.1.0.19.0
2434,ldlt-balex,,diripi,,ldlt-balex:0.1.1.0.19.0
2435,ldlt-balex,,iussit,,ldlt-balex:0.1.1.0.19.0
2436,ldlt-balex,,castellumque,,ldlt-balex:0.1.1.0.19.0
2437,ldlt-balex,,ad,,ldlt-balex:0.1.1.0.19.0
2438,ldlt-balex,,pontem,,ldlt-balex:0.1.1.0.19.0
2439,ldlt-balex,,qui,,ldlt-balex:0.1.1.0.19.0
2440,ldlt-balex,,propior,,lem-19.1-propior
2441,ldlt-balex,,erat,,ldlt-balex:0.1.1.0.19.0
2442,ldlt-balex,,Pharo,,ldlt-balex:0.1.1.0.19.0
2443,ldlt-balex,,communiuit,,ldlt-balex:0.1.1.0.19.0
2444,ldlt-balex,,atque,,ldlt-balex:0.1.1.0.19.0
2445,ldlt-balex,,ibi,,ldlt-balex:0.1.1.0.19.0
2446,ldlt-balex,,praesidium,,ldlt-balex:0.1.1.0.19.0
2447,ldlt-balex,,posuit,,ldlt-balex:0.1.1.0.19.0
2448,ldlt-balex,,Hunc,,ldlt-balex:0.1.1.0.19.1
2449,ldlt-balex,,fuga,,ldlt-balex:0.1.1.0.19.1
2450,ldlt-balex,,Pharitae,,ldlt-balex:0.1.1.0.19.1
2451,ldlt-balex,,reliquerant,,ldlt-balex:0.1.1.0.19.1
2452,ldlt-balex,,certiorem,,lem-19.2-certiorem
2453,ldlt-balex,,illum,,ldlt-balex:0.1.1.0.19.1
2454,ldlt-balex,,propioremque,,ldlt-balex:0.1.1.0.19.1
2455,ldlt-balex,,oppido,,ldlt-balex:0.1.1.0.19.1
2456,ldlt-balex,,Alexandrini,,ldlt-balex:0.1.1.0.19.1
2457,ldlt-balex,,tuebantur,,ldlt-balex:0.1.1.0.19.1
2458,ldlt-balex,,Sed,,ldlt-balex:0.1.1.0.19.1
2459,ldlt-balex,,eum,,ldlt-balex:0.1.1.0.19.1
2460,ldlt-balex,,postero,,ldlt-balex:0.1.1.0.19.1
2461,ldlt-balex,,die,,ldlt-balex:0.1.1.0.19.1
2462,ldlt-balex,,simili,,lem-19.2-simili-ratione-aggreditur-quod-his
2463,ldlt-balex,,ratione,,lem-19.2-simili-ratione-aggreditur-quod-his
2464,ldlt-balex,,aggreditur,,lem-19.2-simili-ratione-aggreditur-quod-his
2465,ldlt-balex,,quod,,lem-19.2-simili-ratione-aggreditur-quod-his
2466,ldlt-balex,,his,,lem-19.2-simili-ratione-aggreditur-quod-his
2467,ldlt-balex,,obtentis,,ldlt-balex:0.1.1.0.19.1
2468,ldlt-balex,,duobus,,ldlt-balex:0.1.1.0.19.1
2469,ldlt-balex,,omnem,,lem-19.2-omnem-nauigiorum-excursum
2470,ldlt-balex,,nauigiorum,,lem-19.2-omnem-nauigiorum-excursum
2471,ldlt-balex,,excursum,,lem-19.2-omnem-nauigiorum-excursum
2472,ldlt-balex,,et,,ldlt-balex:0.1.1.0.19.1
2473,ldlt-balex,,repentina,,ldlt-balex:0.1.1.0.19.1
2474,ldlt-balex,,latrocinia,,ldlt-balex:0.1.1.0.19.1
2475,ldlt-balex,,sublatum,,lem-19.2-sublatum
2476,ldlt-balex,,iri,,ldlt-balex:0.1.1.0.19.1
2477,ldlt-balex,,uidebat,,lem-19.2-uidebat
2478,ldlt-balex,,Iamque,,ldlt-balex:0.1.1.0.19.2
2479,ldlt-balex,,eos,,ldlt-balex:0.1.1.0.19.2
2480,ldlt-balex,,qui,,ldlt-balex:0.1.1.0.19.2
2481,ldlt-balex,,praesidio,,ldlt-balex:0.1.1.0.19.2
2482,ldlt-balex,,eum,,ldlt-balex:0.1.1.0.19.2
2483,ldlt-balex,,locum,,ldlt-balex:0.1.1.0.19.2
2484,ldlt-balex,,tenebant,,ldlt-balex:0.1.1.0.19.2
2485,ldlt-balex,,tormentis,,ldlt-balex:0.1.1.0.19.2
2486,ldlt-balex,,ex,,ldlt-balex:0.1.1.0.19.2
2487,ldlt-balex,,nauibus,,ldlt-balex:0.1.1.0.19.2
2488,ldlt-balex,,sagittisque,,ldlt-balex:0.1.1.0.19.2
2489,ldlt-balex,,depulerat,,ldlt-balex:0.1.1.0.19.2
2490,ldlt-balex,,atque,,ldlt-balex:0.1.1.0.19.2
2491,ldlt-balex,,in,,ldlt-balex:0.1.1.0.19.2
2492,ldlt-balex,,oppidum,,ldlt-balex:0.1.1.0.19.2
2493,ldlt-balex,,redegerat,,ldlt-balex:0.1.1.0.19.2
2494,ldlt-balex,,et,,ldlt-balex:0.1.1.0.19.2
2495,ldlt-balex,,cohortium,,ldlt-balex:0.1.1.0.19.2
2496,ldlt-balex,,trium,,ldlt-balex:0.1.1.0.19.2
2497,ldlt-balex,,instar,,ldlt-balex:0.1.1.0.19.2
2498,ldlt-balex,,in,,ldlt-balex:0.1.1.0.19.2
2499,ldlt-balex,,terram,,ldlt-balex:0.1.1.0.19.2
2500,ldlt-balex,,exposuerat,,ldlt-balex:0.1.1.0.19.2
2501,ldlt-balex,,Non,,ldlt-balex:0.1.1.0.19.2
2502,ldlt-balex,,enim,,ldlt-balex:0.1.1.0.19.2
2503,ldlt-balex,,plures,,ldlt-balex:0.1.1.0.19.2
2504,ldlt-balex,,consistere,,ldlt-balex:0.1.1.0.19.2
2505,ldlt-balex,,angustiae,,ldlt-balex:0.1.1.0.19.2
2506,ldlt-balex,,loci,,ldlt-balex:0.1.1.0.19.2
2507,ldlt-balex,,patiebantur,,ldlt-balex:0.1.1.0.19.2
2508,ldlt-balex,,Reliquae,,ldlt-balex:0.1.1.0.19.2
2509,ldlt-balex,,copiae,,ldlt-balex:0.1.1.0.19.2
2510,ldlt-balex,,in,,ldlt-balex:0.1.1.0.19.2
2511,ldlt-balex,,nauibus,,ldlt-balex:0.1.1.0.19.2
2512,ldlt-balex,,stationem,,ldlt-balex:0.1.1.0.19.2
2513,ldlt-balex,,obtinebant,,ldlt-balex:0.1.1.0.19.2
2514,ldlt-balex,,Quo,,ldlt-balex:0.1.1.0.19.3
2515,ldlt-balex,,facto,,ldlt-balex:0.1.1.0.19.3
2516,ldlt-balex,,imperat,,ldlt-balex:0.1.1.0.19.3
2517,ldlt-balex,,pontem,,ldlt-balex:0.1.1.0.19.3
2518,ldlt-balex,,aduersus,,ldlt-balex:0.1.1.0.19.3
2519,ldlt-balex,,hostem,,ldlt-balex:0.1.1.0.19.3
2520,ldlt-balex,,praeuallari,,ldlt-balex:0.1.1.0.19.3
2521,ldlt-balex,,et,,ldlt-balex:0.1.1.0.19.3
2522,ldlt-balex,,qua,,ldlt-balex:0.1.1.0.19.3
2523,ldlt-balex,,exitus,,ldlt-balex:0.1.1.0.19.3
2524,ldlt-balex,,nauibus,,ldlt-balex:0.1.1.0.19.3
2525,ldlt-balex,,erat,,ldlt-balex:0.1.1.0.19.3
2526,ldlt-balex,,fornice,,ldlt-balex:0.1.1.0.19.3
2527,ldlt-balex,,extructo,,ldlt-balex:0.1.1.0.19.3
2528,ldlt-balex,,quo,,ldlt-balex:0.1.1.0.19.3
2529,ldlt-balex,,pons,,ldlt-balex:0.1.1.0.19.3
2530,ldlt-balex,,sustinebatur,,ldlt-balex:0.1.1.0.19.3
2531,ldlt-balex,,lapidibus,,ldlt-balex:0.1.1.0.19.3
2532,ldlt-balex,,oppleri,,ldlt-balex:0.1.1.0.19.3
2533,ldlt-balex,,atque,,ldlt-balex:0.1.1.0.19.3
2534,ldlt-balex,,obstrui,,ldlt-balex:0.1.1.0.19.3
2535,ldlt-balex,,Quorum,,ldlt-balex:0.1.1.0.19.4
2536,ldlt-balex,,altero,,ldlt-balex:0.1.1.0.19.4
2537,ldlt-balex,,opere,,ldlt-balex:0.1.1.0.19.4
2538,ldlt-balex,,effecto,,ldlt-balex:0.1.1.0.19.4
2539,ldlt-balex,,ut,,ldlt-balex:0.1.1.0.19.4
2540,ldlt-balex,,nulla,,ldlt-balex:0.1.1.0.19.4
2541,ldlt-balex,,omnino,,ldlt-balex:0.1.1.0.19.4
2542,ldlt-balex,,scapha,,ldlt-balex:0.1.1.0.19.4
2543,ldlt-balex,,egredi,,ldlt-balex:0.1.1.0.19.4
